Day,Source,Account name,Campaign name,Ad Set Name,Ad name,Amount spent (USD),Impressions,Reach,Frequency,Link clicks,Registrations Completed,Adds to cart,Checkouts Initiated,Purchases,Purchases conversion value
2025-07-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-07,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-08,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-09,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-10,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-11,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-12,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-13,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-14,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-15,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-16,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-17,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-18,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-19,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-20,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-21,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-22,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-23,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-24,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-25,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-26,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-27,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-28,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-29,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-30,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-07-31,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-08-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-08-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-08-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-08-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,0.0,0,,,0,0,0,0,0,0.0
2025-08-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,7.512285,13724,,,60,0,0,0,0,0.0
2025-08-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,WISHHERLV_V_propose_250805,9.405698,17199,,,70,0,0,0,0,0.0
2025-07-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-07,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-08,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-09,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-10,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-11,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-12,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-13,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-14,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-15,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-16,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-17,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-18,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-19,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-20,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-21,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-22,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-23,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-24,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-25,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-26,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-27,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-28,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-29,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-30,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-31,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-08-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-08-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-08-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,0.0,0,,,0,0,0,0,0,0.0
2025-08-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,3.507712,7392,,,35,0,0,0,0,0.0
2025-08-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,7.174301,12128,,,100,0,0,0,0,0.0
2025-08-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,WEHAVETOBE_C_meet_250801,4.520731,5855,,,37,0,0,0,0,0.0
2025-07-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-07,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-08,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-09,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-10,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-11,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-12,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-13,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-14,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-15,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-16,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-17,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-18,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-19,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-20,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-21,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-22,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-23,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-24,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-25,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-26,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-27,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-28,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-29,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-30,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-31,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.0,0,,,0,0,0,0,0,0.0
2025-08-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.689648,2509,,,9,0,0,2,2,28.58
2025-08-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,0.872112,3550,,,13,0,0,0,0,0.0
2025-08-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,1.314573,4867,,,20,0,0,0,0,0.0
2025-08-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,1.59075,3302,,,8,0,0,0,0,0.0
2025-08-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,4.301191,7964,,,24,0,0,0,0,0.0
2025-08-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_F_240717,REG_Lead LAL_18-34_F,GROWNUP_C_affair_250801,4.428474,8894,,,20,0,0,0,0,0.0
2025-07-01,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-02,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-03,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-04,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-05,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-06,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-07,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-08,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-09,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-10,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-11,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
2025-07-12,X (Twitter),Etool Aishilun @manaboo_kr 2024/07 (T2863598),[Reg] NEW_BL_240924,REG_BL_KEY_OT_F1834_250613,QUIETLOVE_C_boy_250801,0.0,0,,,0,0,0,0,0,0.0
